ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
O34	maternal care for known or suspected abnormality of pelvic organs 	TTE_maternal_care_for_known_or_suspected_abnormality_of_pelvic_organs	500485	2059	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132220.0.0.phe	132220	Pregnancy, childbirth and the puerperium	HC1396
O35	maternal care for known or suspected foetal abnormality and damage 	TTE_maternal_care_for_known_or_suspected_foetal_abnormality_and_damage	502199	345	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132222.0.0.phe	132222	Pregnancy, childbirth and the puerperium	HC1397
O36	maternal care for other known or suspected foetal problems 	TTE_maternal_care_for_other_known_or_suspected_foetal_problems	500047	2497	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132224.0.0.phe	132224	Pregnancy, childbirth and the puerperium	HC1398
O40	polyhydramnios 	TTE_polyhydramnios	502389	155	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132226.0.0.phe	132226	Pregnancy, childbirth and the puerperium	HC1399
O41	other disorders of amniotic fluid and membranes 	TTE_other_disorders_of_amniotic_fluid_and_membranes	502213	331	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132228.0.0.phe	132228	Pregnancy, childbirth and the puerperium	HC1400
O42	premature rupture of membranes 	TTE_premature_rupture_of_membranes	501123	1421	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132230.0.0.phe	132230	Pregnancy, childbirth and the puerperium	HC1401
O43	placental disorders 	TTE_placental_disorders	502243	301	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132232.0.0.phe	132232	Pregnancy, childbirth and the puerperium	HC1402
O44	placenta praevia 	TTE_placenta_praevia	502295	249	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132234.0.0.phe	132234	Pregnancy, childbirth and the puerperium	HC1403
O45	premature separation of placenta [abruptio placentae] 	TTE_premature_separation_of_placenta_[abruptio_placentae]	502477	67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132236.0.0.phe	132236	Pregnancy, childbirth and the puerperium	HC1404
O46	antepartum haemorrhage, not elsewhere classified 	TTE_antepartum_haemorrhage,_not_elsewhere_classified	501707	837	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132238.0.0.phe	132238	Pregnancy, childbirth and the puerperium	HC1405
O47	false labour 	TTE_false_labour	501176	1368	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132240.0.0.phe	132240	Pregnancy, childbirth and the puerperium	HC1406
O48	prolonged pregnancy 	TTE_prolonged_pregnancy	501066	1478	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132242.0.0.phe	132242	Pregnancy, childbirth and the puerperium	HC1407
O60	preterm delivery 	TTE_preterm_delivery	501550	994	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132244.0.0.phe	132244	Pregnancy, childbirth and the puerperium	HC1408
O61	failed induction of labour 	TTE_failed_induction_of_labour	502341	203	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132246.0.0.phe	132246	Pregnancy, childbirth and the puerperium	HC1409
O62	abnormalities of forces of labour 	TTE_abnormalities_of_forces_of_labour	501970	574	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132248.0.0.phe	132248	Pregnancy, childbirth and the puerperium	HC1410
O63	long labour 	TTE_long_labour	500100	2444	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132250.0.0.phe	132250	Pregnancy, childbirth and the puerperium	HC1411
O64	obstructed labour due to malposition and malpresentation of foetus 	TTE_obstructed_labour_due_to_malposition_and_malpresentation_of_foetus	502001	543	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132252.0.0.phe	132252	Pregnancy, childbirth and the puerperium	HC1412
O65	obstructed labour due to maternal pelvic abnormality 	TTE_obstructed_labour_due_to_maternal_pelvic_abnormality	502482	62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132254.0.0.phe	132254	Pregnancy, childbirth and the puerperium	HC1413
O66	other obstructed labour 	TTE_other_obstructed_labour	502119	425	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132256.0.0.phe	132256	Pregnancy, childbirth and the puerperium	HC1414
O67	labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified 	TTE_labour_and_delivery_complicated_by_intrapartum_haemorrhage,_not_elsewhere_classified	502408	136	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132258.0.0.phe	132258	Pregnancy, childbirth and the puerperium	HC1415
O68	labour and delivery complicated by foetal stress [distress] 	TTE_labour_and_delivery_complicated_by_foetal_stress_[distress]	498210	4334	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132260.0.0.phe	132260	Pregnancy, childbirth and the puerperium	HC1416
O69	labour and delivery complicated by umbilical cord complications 	TTE_labour_and_delivery_complicated_by_umbilical_cord_complications	501736	808	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132262.0.0.phe	132262	Pregnancy, childbirth and the puerperium	HC1417
O70	perineal laceration during delivery 	TTE_perineal_laceration_during_delivery	495654	6890	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132264.0.0.phe	132264	Pregnancy, childbirth and the puerperium	HC1418
O71	other obstetric trauma 	TTE_other_obstetric_trauma	502252	292	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132266.0.0.phe	132266	Pregnancy, childbirth and the puerperium	HC1419
O72	postpartum haemorrhage 	TTE_postpartum_haemorrhage	500467	2077	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132268.0.0.phe	132268	Pregnancy, childbirth and the puerperium	HC1420
O73	retained placenta and membranes, without haemorrhage 	TTE_retained_placenta_and_membranes,_without_haemorrhage	502236	308	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132270.0.0.phe	132270	Pregnancy, childbirth and the puerperium	HC1421
O74	complications of anaesthesia during labour and delivery 	TTE_complications_of_anaesthesia_during_labour_and_delivery	502509	35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132272.0.0.phe	132272	Pregnancy, childbirth and the puerperium	HC1422
O75	other complications of labour and delivery, not elsewhere classified 	TTE_other_complications_of_labour_and_delivery,_not_elsewhere_classified	501532	1012	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132274.0.0.phe	132274	Pregnancy, childbirth and the puerperium	HC1423
O80	single spontaneous delivery 	TTE_single_spontaneous_delivery	487228	15316	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132276.0.0.phe	132276	Pregnancy, childbirth and the puerperium	HC1424
O81	single delivery by forceps and vacuum extractor 	TTE_single_delivery_by_forceps_and_vacuum_extractor	500595	1949	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132278.0.0.phe	132278	Pregnancy, childbirth and the puerperium	HC1425
O82	single delivery by caesarean section 	TTE_single_delivery_by_caesarean_section	499730	2814	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132280.0.0.phe	132280	Pregnancy, childbirth and the puerperium	HC1426
O83	other assisted single delivery 	TTE_other_assisted_single_delivery	502517	27	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132282.0.0.phe	132282	Pregnancy, childbirth and the puerperium	HC1427
O84	multiple delivery 	TTE_multiple_delivery	502510	34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132284.0.0.phe	132284	Pregnancy, childbirth and the puerperium	HC1428
O85	puerperal sepsis 	TTE_puerperal_sepsis	502462	82	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132286.0.0.phe	132286	Pregnancy, childbirth and the puerperium	HC1429
O86	other puerperal infections 	TTE_other_puerperal_infections	502226	318	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132288.0.0.phe	132288	Pregnancy, childbirth and the puerperium	HC1430
O87	venous complications in the puerperium 	TTE_venous_complications_in_the_puerperium	502395	149	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132290.0.0.phe	132290	Pregnancy, childbirth and the puerperium	HC1431
O88	obstetric embolism 	TTE_obstetric_embolism	502528	16	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132292.0.0.phe	132292	Pregnancy, childbirth and the puerperium	HC1432
O89	complications of anaesthesia during the puerperium 	TTE_complications_of_anaesthesia_during_the_puerperium	502518	26	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132294.0.0.phe	132294	Pregnancy, childbirth and the puerperium	HC1433
O90	complications of the puerperium, not elsewhere classified 	TTE_complications_of_the_puerperium,_not_elsewhere_classified	502221	323	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132296.0.0.phe	132296	Pregnancy, childbirth and the puerperium	HC1434
O91	infections of breast associated with childbirth 	TTE_infections_of_breast_associated_with_childbirth	502217	327	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132298.0.0.phe	132298	Pregnancy, childbirth and the puerperium	HC1435
O92	other disorders of breast and lactation associated with childbirth 	TTE_other_disorders_of_breast_and_lactation_associated_with_childbirth	502316	228	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132300.0.0.phe	132300	Pregnancy, childbirth and the puerperium	HC1436
O94	sequelae of complication of pregnancy, childbirth and the puerperium 	TTE_sequelae_of_complication_of_pregnancy,_childbirth_and_the_puerperium	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132302.0.0.phe	132302	Pregnancy, childbirth and the puerperium	HC1437
O96	death from any obstetric cause occurring more than 42 days but les	TTE_death_from_any_obstetric_cause_occurring_more_than_42_days_but_les	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132306.0.0.phe	132306	Pregnancy, childbirth and the puerperium	HC1438
O98	maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth an	TTE_maternal_infectious_and_parasitic_diseases_classifiable_elsewhere_but_complicating_pregnancy,_childbirth_an	502453	91	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132310.0.0.phe	132310	Pregnancy, childbirth and the puerperium	HC1439
O99	other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	TTE_other_maternal_diseases_classifiable_elsewhere_but_complicating_pregnancy,_childbirth_and_the_puerperium	499963	2581	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132312.0.0.phe	132312	Pregnancy, childbirth and the puerperium	HC1440
P00	foetus and newborn affected by maternal conditions that may be unrelated t	TTE_foetus_and_newborn_affected_by_maternal_conditions_that_may_be_unrelated_t	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132314.0.0.phe	132314	Certain conditions originating in the perinatal period	HC1441
P02	foetus and newborn affected by complications of placenta, cord and membranes 	TTE_foetus_and_newborn_affected_by_complications_of_placenta,_cord_and_membranes	502536	8	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132318.0.0.phe	132318	Certain conditions originating in the perinatal period	HC1442
P03	foetus and newborn affected by other complications of labour and delivery 	TTE_foetus_and_newborn_affected_by_other_complications_of_labour_and_delivery	502370	174	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132320.0.0.phe	132320	Certain conditions originating in the perinatal period	HC1443
P04	foetus and newborn affected by noxious influences transmitted via placenta or breas	TTE_foetus_and_newborn_affected_by_noxious_influences_transmitted_via_placenta_or_breas	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132322.0.0.phe	132322	Certain conditions originating in the perinatal period	HC1444
P05	slow foetal growth and foetal malnutrition 	TTE_slow_foetal_growth_and_foetal_malnutrition	502536	8	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132324.0.0.phe	132324	Certain conditions originating in the perinatal period	HC1445
P07	disorders related to short gestation and low birth weight, not elsewhere classified	TTE_disorders_related_to_short_gestation_and_low_birth_weight,_not_elsewhere_classified	502515	29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132326.0.0.phe	132326	Certain conditions originating in the perinatal period	HC1446
P08	disorders related to long gestation and high birth weight 	TTE_disorders_related_to_long_gestation_and_high_birth_weight	502535	9	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132328.0.0.phe	132328	Certain conditions originating in the perinatal period	HC1447
P10	intracranial laceration and haemorrhage due to birth injury 	TTE_intracranial_laceration_and_haemorrhage_due_to_birth_injury	502542	2	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132330.0.0.phe	132330	Certain conditions originating in the perinatal period	HC1448
P11	other birth injuries to central nervous system 	TTE_other_birth_injuries_to_central_nervous_system	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132332.0.0.phe	132332	Certain conditions originating in the perinatal period	HC1449
P12	birth injury to scalp 	TTE_birth_injury_to_scalp	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132334.0.0.phe	132334	Certain conditions originating in the perinatal period	HC1450
P13	birth injury to skeleton 	TTE_birth_injury_to_skeleton	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132336.0.0.phe	132336	Certain conditions originating in the perinatal period	HC1451
P14	birth injury to peripheral nervous system 	TTE_birth_injury_to_peripheral_nervous_system	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132338.0.0.phe	132338	Certain conditions originating in the perinatal period	HC1452
P15	other birth injuries 	TTE_other_birth_injuries	502528	16	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132340.0.0.phe	132340	Certain conditions originating in the perinatal period	HC1453
P20	intra-uterine hypoxia 	TTE_intra-uterine_hypoxia	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132342.0.0.phe	132342	Certain conditions originating in the perinatal period	HC1454
P21	birth asphyxia 	TTE_birth_asphyxia	502541	3	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132344.0.0.phe	132344	Certain conditions originating in the perinatal period	HC1455
P22	respiratory distress of newborn 	TTE_respiratory_distress_of_newborn	502538	6	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132346.0.0.phe	132346	Certain conditions originating in the perinatal period	HC1456
P23	congenital pneumonia 	TTE_congenital_pneumonia	502541	3	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132348.0.0.phe	132348	Certain conditions originating in the perinatal period	HC1457
P24	neonatal aspiration syndromes 	TTE_neonatal_aspiration_syndromes	502540	4	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132350.0.0.phe	132350	Certain conditions originating in the perinatal period	HC1458
P25	interstitial emphysema and related conditions originating in the perinatal period 	TTE_interstitial_emphysema_and_related_conditions_originating_in_the_perinatal_period	502542	2	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132352.0.0.phe	132352	Certain conditions originating in the perinatal period	HC1459
P26	pulmonary haemorrhage originating in the perinatal period 	TTE_pulmonary_haemorrhage_originating_in_the_perinatal_period	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132354.0.0.phe	132354	Certain conditions originating in the perinatal period	HC1460
P27	chronic respiratory disease originating in the perinatal period 	TTE_chronic_respiratory_disease_originating_in_the_perinatal_period	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.132356.0.0.phe	132356	Certain conditions originating in the perinatal period	HC1461
