Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
				Source of report of M63 (disorders of muscle in diseases classified elsewhere)			131937									2	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131937	
				Date M65 first reported (synovitis and tenosynovitis)			131938									18008	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131938	
				Source of report of M65 (synovitis and tenosynovitis)			131939									18008	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131939	
				Date M66 first reported (spontaneous rupture of synovium and tendon)			131940									1253	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131940	
				Source of report of M66 (spontaneous rupture of synovium and tendon)			131941									1253	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131941	
				Date M67 first reported (other disorders of synovium and tendon)			131942									11362	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131942	
				Source of report of M67 (other disorders of synovium and tendon)			131943									11362	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131943	
				Date M68 first reported (disorders of synovium and tendon in diseases classified elsewhere)			131944									5	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131944	
				Source of report of M68 (disorders of synovium and tendon in diseases classified elsewhere)			131945									5	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131945	
				Date M70 first reported (soft tissue disorders related to use, overuse and pressure)			131946									16188	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131946	
				Source of report of M70 (soft tissue disorders related to use, overuse and pressure)			131947									16188	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131947	
				Date M71 first reported (other bursopathies)			131948									3074	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131948	
				Source of report of M71 (other bursopathies)			131949									3074	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131949	
				Date M72 first reported (fibroblastic disorders)			131950									23537	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131950	
				Source of report of M72 (fibroblastic disorders)			131951									23537	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131951	
				Date M73 first reported (soft tissue disorders in diseases classified elsewhere)			131952									1	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131952	
				Source of report of M73 (soft tissue disorders in diseases classified elsewhere)			131953									1	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131953	
				Date M75 first reported (shoulder lesions)			131954									32491	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131954	
				Source of report of M75 (shoulder lesions)			131955									32491	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131955	
				Date M76 first reported (enthesopathies of lower limb, excluding foot)			131956									7957	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131956	
				Source of report of M76 (enthesopathies of lower limb, excluding foot)			131957									7957	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131957	
				Date M77 first reported (other enthesopathies)			131958									32653	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131958	
				Source of report of M77 (other enthesopathies)			131959									32653	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131959	
				Date M79 first reported (other soft tissue disorders, not elsewhere classified)			131960									82136	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131960	
				Source of report of M79 (other soft tissue disorders, not elsewhere classified)			131961									82136	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131961	
				Date M80 first reported (osteoporosis with pathological fracture)			131962									1590	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131962	
				Source of report of M80 (osteoporosis with pathological fracture)			131963									1590	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131963	
				Date M81 first reported (osteoporosis without pathological fracture)			131964									17727	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131964	
				Source of report of M81 (osteoporosis without pathological fracture)			131965									17727	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131965	
				Date M82 first reported (osteoporosis in diseases classified elsewhere)			131966									168	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131966	
				Source of report of M82 (osteoporosis in diseases classified elsewhere)			131967									168	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131967	
				Date M83 first reported (adult osteomalacia)			131968									105	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131968	
				Source of report of M83 (adult osteomalacia)			131969									105	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131969	
				Date M84 first reported (disorders of continuity of bone)			131970									3436	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131970	
				Source of report of M84 (disorders of continuity of bone)			131971									3436	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131971	
				Date M85 first reported (other disorders of bone density and structure)			131972									12482	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131972	
				Source of report of M85 (other disorders of bone density and structure)			131973									12482	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131973	
				Date M86 first reported (osteomyelitis)			131974									2288	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131974	
				Source of report of M86 (osteomyelitis)			131975									2288	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131975	
				Date M87 first reported (osteonecrosis)			131976									907	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131976	
				Source of report of M87 (osteonecrosis)			131977									907	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131977	
				Date M88 first reported (paget's disease of bone [osteitis deformans])			131978									502	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131978	
				Source of report of M88 (paget's disease of bone [osteitis deformans])			131979									502	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131979	
				Date M89 first reported (other disorders of bone)			131980									4820	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131980	
				Source of report of M89 (other disorders of bone)			131981									4820	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131981	
				Date M90 first reported (osteopathies in diseases classified elsewhere)			131982									526	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131982	
				Source of report of M90 (osteopathies in diseases classified elsewhere)			131983									526	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131983	
				Date M91 first reported (juvenile osteochondrosis of hip and pelvis)			131984									201	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131984	
				Source of report of M91 (juvenile osteochondrosis of hip and pelvis)			131985									201	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131985	
				Date M92 first reported (other juvenile osteochondrosis)			131986									671	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131986	
				Source of report of M92 (other juvenile osteochondrosis)			131987									671	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131987	
				Date M93 first reported (other osteochondropathies)			131988									807	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131988	
				Source of report of M93 (other osteochondropathies)			131989									807	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131989	
				Date M94 first reported (other disorders of cartilage)			131990									2521	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131990	
				Source of report of M94 (other disorders of cartilage)			131991									2521	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131991	
				Date M95 first reported (other acquired deformities of musculoskeletal system and connective tissue)			131992									2213	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131992	
				Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue)			131993									2213	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131993	
				Date M96 first reported (postprocedural musculoskeletal disorders, not elsewhere classified)			131994									699	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131994	
				Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)			131995									699	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131995	
				Date M99 first reported (biomechanical lesions, not elsewhere classified)			131996									275	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131996	
				Source of report of M99 (biomechanical lesions, not elsewhere classified)			131997									275	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131997	
				Date N00 first reported (acute nephritic syndrome)			131998									278	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131998	
				Source of report of N00 (acute nephritic syndrome)			131999									278	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131999	
				Date N01 first reported (rapidly progressive nephritic syndrome)			132000									13	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132000	
				Source of report of N01 (rapidly progressive nephritic syndrome)			132001									13	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132001	
				Date N02 first reported (recurrent and persistent haematuria)			132002									1346	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132002	
				Source of report of N02 (recurrent and persistent haematuria)			132003									1346	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132003	
				Date N03 first reported (chronic nephritic syndrome)			132004									1248	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132004	
				Source of report of N03 (chronic nephritic syndrome)			132005									1248	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132005	
				Date N04 first reported (nephrotic syndrome)			132006									334	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132006	
				Source of report of N04 (nephrotic syndrome)			132007									334	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132007	
				Date N05 first reported (unspecified nephritic syndrome)			132008									686	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132008	
				Source of report of N05 (unspecified nephritic syndrome)			132009									686	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132009	
				Date N06 first reported (isolated proteinuria with specified morphological lesion)			132010									17	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132010	
				Source of report of N06 (isolated proteinuria with specified morphological lesion)			132011									17	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132011	
				Date N07 first reported (hereditary nephropathy, not elsewhere classified)			132012									12	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132012	
				Source of report of N07 (hereditary nephropathy, not elsewhere classified)			132013									12	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132013	
				Date N08 first reported (glomerular disorders in diseases classified elsewhere)			132014									760	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132014	
				Source of report of N08 (glomerular disorders in diseases classified elsewhere)			132015									760	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132015	
				Date N10 first reported (acute tubulo-interstitial nephritis)			132016									1466	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132016	
				Source of report of N10 (acute tubulo-interstitial nephritis)			132017									1466	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132017	
				Date N11 first reported (chronic tubulo-interstitial nephritis)			132018									289	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132018	
				Source of report of N11 (chronic tubulo-interstitial nephritis)			132019									289	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132019	
				Date N12 first reported (tubulo-interstitial nephritis, not specified as acute or chronic)			132020									1815	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132020	
				Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)			132021									1815	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132021	
				Date N13 first reported (obstructive and reflux uropathy)			132022									4378	Ongoing	Date		Derived	Unisex	1	1	819	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132022	
