Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
Guhan	11/26/18	Weighted-mean_L2_in_tract_corticospinal_tract_(right)	INI25605	Weighted-mean L2 in tract corticospinal tract (right)	25605	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25605
Guhan	11/26/18	Weighted-mean_L2_in_tract_forceps_major	INI25606	Weighted-mean L2 in tract forceps major	25606	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25606
Guhan	11/26/18	Weighted-mean_L2_in_tract_forceps_minor	INI25607	Weighted-mean L2 in tract forceps minor	25607	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25607
Guhan	11/26/18	Weighted-mean_L2_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25608	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)	25608	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25608
Guhan	11/26/18	Weighted-mean_L2_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25609	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right)	25609	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25609
Guhan	11/26/18	Weighted-mean_L2_in_tract_inferior_longitudinal_fasciculus_(left)	INI25610	Weighted-mean L2 in tract inferior longitudinal fasciculus (left)	25610	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25610
Guhan	11/26/18	Weighted-mean_L2_in_tract_inferior_longitudinal_fasciculus_(right)	INI25611	Weighted-mean L2 in tract inferior longitudinal fasciculus (right)	25611	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25611
Guhan	11/26/18	Weighted-mean_L2_in_tract_middle_cerebellar_peduncle	INI25612	Weighted-mean L2 in tract middle cerebellar peduncle	25612	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25612
Guhan	11/26/18	Weighted-mean_L2_in_tract_medial_lemniscus_(left)	INI25613	Weighted-mean L2 in tract medial lemniscus (left)	25613	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25613
Guhan	11/26/18	Weighted-mean_L2_in_tract_medial_lemniscus_(right)	INI25614	Weighted-mean L2 in tract medial lemniscus (right)	25614	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25614
Guhan	11/26/18	Weighted-mean_L2_in_tract_posterior_thalamic_radiation_(left)	INI25615	Weighted-mean L2 in tract posterior thalamic radiation (left)	25615	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25615
Guhan	11/26/18	Weighted-mean_L2_in_tract_posterior_thalamic_radiation_(right)	INI25616	Weighted-mean L2 in tract posterior thalamic radiation (right)	25616	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25616
Guhan	11/26/18	Weighted-mean_L2_in_tract_superior_longitudinal_fasciculus_(left)	INI25617	Weighted-mean L2 in tract superior longitudinal fasciculus (left)	25617	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25617
Guhan	11/26/18	Weighted-mean_L2_in_tract_superior_longitudinal_fasciculus_(right)	INI25618	Weighted-mean L2 in tract superior longitudinal fasciculus (right)	25618	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25618
Guhan	11/26/18	Weighted-mean_L2_in_tract_superior_thalamic_radiation_(left)	INI25619	Weighted-mean L2 in tract superior thalamic radiation (left)	25619	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25619
Guhan	11/26/18	Weighted-mean_L2_in_tract_superior_thalamic_radiation_(right)	INI25620	Weighted-mean L2 in tract superior thalamic radiation (right)	25620	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25620
Guhan	11/26/18	Weighted-mean_L2_in_tract_uncinate_fasciculus_(left)	INI25621	Weighted-mean L2 in tract uncinate fasciculus (left)	25621	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25621
Guhan	11/26/18	Weighted-mean_L2_in_tract_uncinate_fasciculus_(right)	INI25622	Weighted-mean L2 in tract uncinate fasciculus (right)	25622	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25622
Guhan	11/26/18	Weighted-mean_L3_in_tract_acoustic_radiation_(left)	INI25623	Weighted-mean L3 in tract acoustic radiation (left)	25623	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25623
Guhan	11/26/18	Weighted-mean_L3_in_tract_acoustic_radiation_(right)	INI25624	Weighted-mean L3 in tract acoustic radiation (right)	25624	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25624
Guhan	11/26/18	Weighted-mean_L3_in_tract_anterior_thalamic_radiation_(left)	INI25625	Weighted-mean L3 in tract anterior thalamic radiation (left)	25625	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25625
Guhan	11/26/18	Weighted-mean_L3_in_tract_anterior_thalamic_radiation_(right)	INI25626	Weighted-mean L3 in tract anterior thalamic radiation (right)	25626	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25626
Guhan	11/26/18	Weighted-mean_L3_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25627	Weighted-mean L3 in tract cingulate gyrus part of cingulum (left)	25627	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25627
Guhan	11/26/18	Weighted-mean_L3_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25628	Weighted-mean L3 in tract cingulate gyrus part of cingulum (right)	25628	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25628
Guhan	11/26/18	Weighted-mean_L3_in_tract_parahippocampal_part_of_cingulum_(left)	INI25629	Weighted-mean L3 in tract parahippocampal part of cingulum (left)	25629	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25629
Guhan	11/26/18	Weighted-mean_L3_in_tract_parahippocampal_part_of_cingulum_(right)	INI25630	Weighted-mean L3 in tract parahippocampal part of cingulum (right)	25630	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25630
Guhan	11/26/18	Weighted-mean_L3_in_tract_corticospinal_tract_(left)	INI25631	Weighted-mean L3 in tract corticospinal tract (left)	25631	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25631
Guhan	11/26/18	Weighted-mean_L3_in_tract_corticospinal_tract_(right)	INI25632	Weighted-mean L3 in tract corticospinal tract (right)	25632	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25632
Guhan	11/26/18	Weighted-mean_L3_in_tract_forceps_major	INI25633	Weighted-mean L3 in tract forceps major	25633	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25633
Guhan	11/26/18	Weighted-mean_L3_in_tract_forceps_minor	INI25634	Weighted-mean L3 in tract forceps minor	25634	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25634
Guhan	11/26/18	Weighted-mean_L3_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25635	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left)	25635	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25635
Guhan	11/26/18	Weighted-mean_L3_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25636	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right)	25636	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25636
Guhan	11/26/18	Weighted-mean_L3_in_tract_inferior_longitudinal_fasciculus_(left)	INI25637	Weighted-mean L3 in tract inferior longitudinal fasciculus (left)	25637	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25637
Guhan	11/26/18	Weighted-mean_L3_in_tract_inferior_longitudinal_fasciculus_(right)	INI25638	Weighted-mean L3 in tract inferior longitudinal fasciculus (right)	25638	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25638
Guhan	11/26/18	Weighted-mean_L3_in_tract_middle_cerebellar_peduncle	INI25639	Weighted-mean L3 in tract middle cerebellar peduncle	25639	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25639
Guhan	11/26/18	Weighted-mean_L3_in_tract_medial_lemniscus_(left)	INI25640	Weighted-mean L3 in tract medial lemniscus (left)	25640	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25640
Guhan	11/26/18	Weighted-mean_L3_in_tract_medial_lemniscus_(right)	INI25641	Weighted-mean L3 in tract medial lemniscus (right)	25641	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25641
Guhan	11/26/18	Weighted-mean_L3_in_tract_posterior_thalamic_radiation_(left)	INI25642	Weighted-mean L3 in tract posterior thalamic radiation (left)	25642	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25642
Guhan	11/26/18	Weighted-mean_L3_in_tract_posterior_thalamic_radiation_(right)	INI25643	Weighted-mean L3 in tract posterior thalamic radiation (right)	25643	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25643
Guhan	11/26/18	Weighted-mean_L3_in_tract_superior_longitudinal_fasciculus_(left)	INI25644	Weighted-mean L3 in tract superior longitudinal fasciculus (left)	25644	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25644
Guhan	11/26/18	Weighted-mean_L3_in_tract_superior_longitudinal_fasciculus_(right)	INI25645	Weighted-mean L3 in tract superior longitudinal fasciculus (right)	25645	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25645
Guhan	11/26/18	Weighted-mean_L3_in_tract_superior_thalamic_radiation_(left)	INI25646	Weighted-mean L3 in tract superior thalamic radiation (left)	25646	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25646
Guhan	11/26/18	Weighted-mean_L3_in_tract_superior_thalamic_radiation_(right)	INI25647	Weighted-mean L3 in tract superior thalamic radiation (right)	25647	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25647
Guhan	11/26/18	Weighted-mean_L3_in_tract_uncinate_fasciculus_(left)	INI25648	Weighted-mean L3 in tract uncinate fasciculus (left)	25648	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25648
Guhan	11/26/18	Weighted-mean_L3_in_tract_uncinate_fasciculus_(right)	INI25649	Weighted-mean L3 in tract uncinate fasciculus (right)	25649	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25649
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_acoustic_radiation_(left)	INI25650	Weighted-mean ICVF in tract acoustic radiation (left)	25650	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25650
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_acoustic_radiation_(right)	INI25651	Weighted-mean ICVF in tract acoustic radiation (right)	25651	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25651
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_anterior_thalamic_radiation_(left)	INI25652	Weighted-mean ICVF in tract anterior thalamic radiation (left)	25652	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25652
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_anterior_thalamic_radiation_(right)	INI25653	Weighted-mean ICVF in tract anterior thalamic radiation (right)	25653	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25653
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25654	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)	25654	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25654
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25655	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)	25655	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25655
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_parahippocampal_part_of_cingulum_(left)	INI25656	Weighted-mean ICVF in tract parahippocampal part of cingulum (left)	25656	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25656
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_parahippocampal_part_of_cingulum_(right)	INI25657	Weighted-mean ICVF in tract parahippocampal part of cingulum (right)	25657	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25657
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_corticospinal_tract_(left)	INI25658	Weighted-mean ICVF in tract corticospinal tract (left)	25658	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25658
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_corticospinal_tract_(right)	INI25659	Weighted-mean ICVF in tract corticospinal tract (right)	25659	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25659
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_forceps_major	INI25660	Weighted-mean ICVF in tract forceps major	25660	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25660
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_forceps_minor	INI25661	Weighted-mean ICVF in tract forceps minor	25661	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25661
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25662	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)	25662	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25662
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25663	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)	25663	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25663
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(left)	INI25664	Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)	25664	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25664
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_inferior_longitudinal_fasciculus_(right)	INI25665	Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)	25665	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25665
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_middle_cerebellar_peduncle	INI25666	Weighted-mean ICVF in tract middle cerebellar peduncle	25666	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25666
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_medial_lemniscus_(left)	INI25667	Weighted-mean ICVF in tract medial lemniscus (left)	25667	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25667
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_medial_lemniscus_(right)	INI25668	Weighted-mean ICVF in tract medial lemniscus (right)	25668	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25668
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(left)	INI25669	Weighted-mean ICVF in tract posterior thalamic radiation (left)	25669	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25669
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_posterior_thalamic_radiation_(right)	INI25670	Weighted-mean ICVF in tract posterior thalamic radiation (right)	25670	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25670
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(left)	INI25671	Weighted-mean ICVF in tract superior longitudinal fasciculus (left)	25671	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25671
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_superior_longitudinal_fasciculus_(right)	INI25672	Weighted-mean ICVF in tract superior longitudinal fasciculus (right)	25672	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25672
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(left)	INI25673	Weighted-mean ICVF in tract superior thalamic radiation (left)	25673	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25673
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_superior_thalamic_radiation_(right)	INI25674	Weighted-mean ICVF in tract superior thalamic radiation (right)	25674	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25674
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(left)	INI25675	Weighted-mean ICVF in tract uncinate fasciculus (left)	25675	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25675
Guhan	11/26/18	Weighted-mean_ICVF_in_tract_uncinate_fasciculus_(right)	INI25676	Weighted-mean ICVF in tract uncinate fasciculus (right)	25676	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25676
Guhan	11/26/18	Weighted-mean_OD_in_tract_acoustic_radiation_(left)	INI25677	Weighted-mean OD in tract acoustic radiation (left)	25677	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25677
Guhan	11/26/18	Weighted-mean_OD_in_tract_acoustic_radiation_(right)	INI25678	Weighted-mean OD in tract acoustic radiation (right)	25678	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25678
Guhan	11/26/18	Weighted-mean_OD_in_tract_anterior_thalamic_radiation_(left)	INI25679	Weighted-mean OD in tract anterior thalamic radiation (left)	25679	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25679
