Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90115,Fraction acceleration <= 40 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 40mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90115
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90116,Fraction acceleration <= 45 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 45mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90116
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90117,Fraction acceleration <= 50 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 50mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90117
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90118,Fraction acceleration <= 55 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 55mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90118
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90119,Fraction acceleration <= 60 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 60mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90119
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90120,Fraction acceleration <= 65 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 65mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90120
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90121,Fraction acceleration <= 70 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 70mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90121
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90122,Fraction acceleration <= 75 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 75mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90122
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90123,Fraction acceleration <= 80 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 80mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90123
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90124,Fraction acceleration <= 85 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 85mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90124
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90125,Fraction acceleration <= 90 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 90mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90125
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90126,Fraction acceleration <= 95 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 95mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90126
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90127,Fraction acceleration <= 100 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 100mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90127
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90128,Fraction acceleration <= 125 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 125mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90128
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90129,Fraction acceleration <= 150 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 150mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90129
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90130,Fraction acceleration <= 175 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 175mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90130
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90131,Fraction acceleration <= 200 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 200mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90131
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90132,Fraction acceleration <= 225 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 225mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90132
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90133,Fraction acceleration <= 250 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 250mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90133
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90134,Fraction acceleration <= 275 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 275mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90134
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90135,Fraction acceleration <= 300 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 300mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90135
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90136,Fraction acceleration <= 325 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 325mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90136
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90137,Fraction acceleration <= 350 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 350mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90137
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90138,Fraction acceleration <= 375 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 375mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90138
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90139,Fraction acceleration <= 400 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 400mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90139
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90140,Fraction acceleration <= 425 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 425mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90140
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90141,Fraction acceleration <= 450 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 450mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90141
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90142,Fraction acceleration <= 475 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 475mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90142
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90143,Fraction acceleration <= 500 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 500mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90143
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90144,Fraction acceleration <= 600 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 600mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90144
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90145,Fraction acceleration <= 700 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 700mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90145
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90146,Fraction acceleration <= 800 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 800mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90146
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90147,Fraction acceleration <= 900 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 900mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90147
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90148,Fraction acceleration <= 1000 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1000mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90148
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90149,Fraction acceleration <= 1100 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1100mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90149
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90150,Fraction acceleration <= 1200 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1200mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90150
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90151,Fraction acceleration <= 1300 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1300mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90151
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90152,Fraction acceleration <= 1400 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1400mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90152
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90153,Fraction acceleration <= 1500 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1500mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90153
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90154,Fraction acceleration <= 1600 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1600mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90154
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90155,Fraction acceleration <= 1700 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1700mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90155
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90156,Fraction acceleration <= 1800 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1800mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90156
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90157,Fraction acceleration <= 1900 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 1900mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90157
Additional exposures > Physical activity measurement > Acceleration intensity distribution,1010,90158,Fraction acceleration <= 2000 milli-gravities,103695,103695,Accruing,Continuous,Fraction,Data,Derived,Unisex,1,1,,Fraction time <= 2000mg acceleration,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90158
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90159,Error tolerance before calibration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Root mean square error of stationary points before calibration.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90159
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90160,Error tolerance after calibration,103695,103695,Accruing,Continuous,milli-gravity,Data,Derived,Unisex,1,1,,Root mean square error of stationary points after calibration.,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90160
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90161,Calibration coefficients - x offset,103695,103695,Accruing,Continuous,gravities,Data,Derived,Unisex,1,1,,Calibration coefficients - x offset,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90161
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90162,Calibration coefficients - y offset,103695,103695,Accruing,Continuous,gravities,Data,Derived,Unisex,1,1,,Calibration coefficients - y offset,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90162
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90163,Calibration coefficients - z offset,103695,103695,Accruing,Continuous,gravities,Data,Derived,Unisex,1,1,,Calibration coefficients - z offset,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90163
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90164,Calibration coefficients - x slope,103695,103695,Accruing,Continuous,gravities,Data,Derived,Unisex,1,1,,Calibration coefficients - x slope,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90164
Additional exposures > Physical activity measurement > Accelerometer calibration,1012,90165,Calibration coefficients - y slope,103695,103695,Accruing,Continuous,gravities,Data,Derived,Unisex,1,1,,Calibration coefficients - y slope,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=90165
